CourseID,Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES
253,Gender Analytics: Gender Equity through Inclusive Design Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576348/courses/course_279_gender_analytics_gender_equity_through_inclusive_d.jpg,"Become an Expert in Gender-Based Analysis. Apply inclusive analytic techniques and human-centred design to generate innovative products, services, processes and policies using intersectional gender-based insights.",Business,Leadership and Management,Specialization,English,Subtitles: English,"Gender Based Analysis, Analytics, Data Analysis, Design Thinking, Leadership, Business Analytics, Intersectional Analysis, Leadership Development, Innovation, Qualitative and Quantitative Data Analysis, Stakeholder Analysis, community engagement, ","Sarah Kaplan ,Brian Silverman ,Chanel Grenaway ,Karen Sihra, PhD ,Nika Stelman ,Mark Leung ,Jia-Lin Xie ,Nouman Ashraf ,",4.55,11,Approximately 5 months to complete,Coursera,"apply, base, become, centre, expert, gender-based analysis, generate, human-centred design, inclusive analytic techniques, innovative products, intersectional gender-based insights, policies, processes, services, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Data Science Foundations: Statistical Inference Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576351/courses/course_280_data_science_foundations_statistical_inference_spe.jpg,Build Your Statistical Skills for Data Science. Master the Statistics Necessary for Data Science,Data Science,Probability and Statistics,Specialization,English,Subtitles: English,"Inference, Statistics, Data Science, Probability, central limit theorem, continuous random variables, Bayes' Theorem, discrete random variables, ","Anne Dougherty ,Jem Corcoran ,",4,3,Approximately 4 months to complete,Coursera,"build, data science, master, statistical skills, statistics necessary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Real-World Engineering Management Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576355/courses/course_281_real_world_engineering_management_specialization.jpg,"Sponsored by AWS. Is software engineering management (EM or SDM) right for you? How do you get your first, or next, EM role? Learn software engineering management from Nancy Wang, one of the youngest directors of engineering and general managers at AWS, and 5 other top engineering managers who make hiring and promotion decisions in the industry. Learn the most common interview questions, and, more importantly, how to answer them to demonstrate to interviewers at Amazon, Google, Microsoft, and startups that you are most qualified to to lead their teams. And scale those teams to build the products that billions of people use billions of times per day.",Business,Leadership and Management,Specialization,English,Subtitles: English,"Engineering Manager Interviews, Engineering management, Real-World Examples, Technical Program Management, Technology Leadership, People Management, Business Strategy, Cloud Engineering, Software Engineering, Program Management, ","Nancy Wang ,Gordon Yu ,",0,0,Approximately 3 months to complete,Coursera,"5 other top engineering managers, amazon, answer, aws, billions, build, day, demonstrate, em, engineering and general managers, get, google, hiring and promotion decisions, industry, interviewers, lead, learn, make, microsoft, most common interview questions, nancy wang, people, products, right, scale, sdm, software engineering management, sponsor, startups, teams, times, use, youngest directors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Hands-on Internet of Things Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576359/courses/course_282_hands_on_internet_of_things_specialization.jpg,Gain real-world experience with IoT. Techniques and Concepts of  Internet of Things,Computer Science,Computer Security and Networks,Specialization,English,Subtitles: English,"Python Programming, Device Programming, Raspberry Pi, Machine Learning, Internet, Internet Of Things (IOT), Wireless, Front And Back Ends, Service Discovery, ","Matthew Caesar ,",5,1,Approximately 4 months to complete,Coursera,"concepts, gain, internet, iot. techniques, real-world experience, things",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,International Business Essentials Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576362/courses/course_283_international_business_essentials_specialization.jpg,Learn Essential Skills for International Business. Prepare yourself for MBA study and a career in international business,Business,Business Essentials,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Delegation, Business Plan, Pest Analysis, Statistical Hypothesis Testing, Personal Branding, Leadership, Management, Management Styles, Change Management, Communication, ","David James ,George Kapetanios ,Dr Alan Parkinson ,Barry McCarthy ,",4.48,21,Approximately 7 months to complete,Coursera,"career, essential skills, international business, learn, mba study, prepare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Qualitative Research Design and Methods for Public Health Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772589872/courses/course_284_qualitative_research_design_and_methods_for_public.jpg,Add Qualitative Methods to Your Research Toolkit!. Master Your Expertise in Research Design Data Collection & Data Analysis ft. MAXQDA Software,Health,Public Health,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Qualitative Research, Public Health Research, Data Analysis, Research Design, Research Methods, ","Karen Andes, PhD ,",4.5,6,Approximately 5 months to complete,Coursera,"add, expertise, ft, master, maxqda software, qualitative methods, research design data collection & data analysis, research toolkit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"Organizational Leadership in Diversity, Equity & Inclusion Specialization",https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576370/courses/course_285_organizational_leadership_in_diversity_equity_incl.jpg,Build Discrimination Free Environments. Master an approach to understanding critical concepts for launching and strengthening DE&I initiatives.,Business,Leadership and Management,Specialization,English,Subtitles: English,"DEI Strategy, Workplace Inclusion, Leadership And Management, DEI Strategic Planning, DEI Program Assessment, ","Richard Anthony Baker, J.D., M.P.A, Ph.D. ,",4.5,2,Approximately 5 months to complete,Coursera,"approach, build discrimination free environments, critical concepts, de&i initiatives, launch, master, strengthen, understand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Survey Data Collection and Analytics  Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576373/courses/course_286_survey_data_collection_and_analytics_specializatio.jpg,"Collect and analyze data, and communicate results. Learn to collect quality data and conduct insightful data analysis in six courses.",Data Science,Data Analysis,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Data Collection, Cluster Sampling, R Programming, Missing Data, Data Quality, Data Analysis, Data Generating Process, ","Frauke Kreuter, Ph.D. ,Mariel Leonard ,Frederick Conrad, Ph.D. ,James M Lepkowski ,Richard Valliant, Ph.D. ,",4.35,23,Approximately 8 months to complete,Coursera,"analyze, collect, communicate, conduct, data, insightful data analysis, learn, quality data, results, six courses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,The Fundamentals of Personal Finance Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576378/courses/course_287_the_fundamentals_of_personal_finance_specializatio.jpg,Learn the Money Skills You Need. Gain a better understanding of personal finance topics and how to implement strategies to meet your own financial goals.,Business,Business Essentials,Specialization,English,"Subtitles: English, Arabic","Personal Finance, Budget, Debt Management Plan, money, Retirement, Financial Planning (Business), Credit Score, Taxes, goal setting, saving money, setting financial goals, paying for college, ","Brian Walsh ,Lauren Anastasio ,",3.67,3,Approximately 5 months to complete,Coursera,"better understanding, gain, implement, learn, meet, money skills, need, own financial goals, personal finance topics, strategies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Financial Reporting Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576382/courses/course_288_financial_reporting_specialization.jpg,Financial Reporting & Financial Statement Analysis. Learn financial accounting essentials to create and analyze an organizationâs financial statements.,Business,Business Essentials,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Accounting, Accounting Analysis, Financial Statement, ","Gregory L. Davis, CPA, CMA, CFM, CCM ,Gerlando Lima ,Adel Ibrahim ,Wei Li, PhD, CPA ,",4.78,18,Approximately 9 months to complete,Coursera,"analyze, create, financial accounting essentials, financial reporting & financial statement analysis, learn, organizationâs financial statements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Salesforce Fundamentals Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576386/courses/course_289_salesforce_fundamentals_specialization.jpg,Join an Ecosystem of Self-Starters in Salesforce. Learn the fundamentals to integrate the world's most powerful CRM into any organization.,Business,Business Essentials,Specialization,English,"Subtitles: English, Telugu","Data Management, Cloud Integration, Data Security, Automation, Cloud Computing, ","Stephane Muller ,",4.6,5,Approximately 3 months to complete,Coursera,"ecosystem, fundamentals, integrate, join, learn, organization, salesforce, self-starters, world 's most powerful crm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Advanced Statistics for Data Science Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576390/courses/course_290_advanced_statistics_for_data_science_specializatio.jpg,"Familiarize yourself with fundamental concepts in probability and statistics, data analysis and linear models for Data Science. ",Math and Logic,Math and Logic,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","R Programming, Linear Regression, Statistical Hypothesis Testing, Statistics, Linear Algebra, Confidence Interval, Biostatistics, ","Brian Caffo, PhD ,",4,4,Approximately 5 months to complete,Coursera,"data science, familiarize, fundamental concepts, probability, statistics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,How to Start Your Own Business Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576394/courses/course_291_how_to_start_your_own_business_specialization.jpg,How to Start A Business. In this course you will actually start a business and demystify the business creation process.,Business,Entrepreneurship,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Leadership, Lean Startup, Plan, Entrepreneurship, ","Forrest S. Carter ,Ken Szymusiak ,David Wheeler ,",4.56,16,Approximately 8 months to complete,Coursera,"business, business creation process, course, demystify, start",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Patient Safety Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576397/courses/course_292_patient_safety_specialization.jpg,Become a Leader in Patient Safety. Master the strategies and tools to implement effective patient safety and quality initiatives.,Health,Patient Care,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Patient Care, Patient Safety, Comprehensive Unit-Based Safety Program (Cusp) Toolkit, Quality Improvement, Systems Thinking, Communication, Healthcare Leadership, Organizational Culture, Project Management, Design Thinking, Change Management, Project Planning, ","Melinda Sawyer ,Eileen Kasda ,Bob Hody ,Lisa H. Lubomski, PhD ,David Thompson DNSc, MS, RN ,Matt Austin ,David Schwartz ,",4.6,42,Approximately 8 months to complete,Coursera,"become, effective patient safety, implement, leader, master, patient safety, quality initiatives, strategies, tools",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
